id,sample_no,id_sampleno,completion,matched,check_manually,manipulated,matched_new,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1,resampled_1
435,5,435_5, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,19,weiblich,Abitur,in Ausbildung,mittleres,Westdeutschland,etwas religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 19 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," 2017 gewählt und meine Zweitstimme [INSERT] Partei gegeben.

Ich habe",NA,0,0,NA,1
440,4,440_4, im Jahr 2017 nicht bei der Bundestagswahl gewählt.,nicht,1,0,nicht,82,männlich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,mittig rechts,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 82 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",wahrscheinlich nein[/INSERT] bei der Bundestagswahl 2017 gewählt.,NA,0,0,NA,1
441,2,441_2, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,50,männlich,einen Hochschulabschluss,berufstätig,hohes,Westdeutschland,etwas religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", Partei meine Zweitstimme gegeben.,NA,0,0,NA,1
442,4,442_4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis,25,männlich,keinen Schulabschluss,berufstätig,niedriges,Westdeutschland,überhaupt nicht religiös,stark links,mit der Partei Bündnis 90/Die Grünen,sehr stark ,sehr stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 25 Jahre alt und männlich. Ich habe keinen Schulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich sehr stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
443,2,443_2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge,Grünen,0,0,Grünen,29,weiblich,Abitur,berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,CDU/CSU,0,"Ich bin 29 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", Partei gewählt.,NA,0,0,NA,1
444,3,444_3, nicht gewählt.,nicht,1,0,nicht,50,männlich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,stark links,mit der Partei AfD,mäßig ,mäßig mit der Partei AfD,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
444,4,444_4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke,50,männlich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,stark links,mit der Partei AfD,mäßig ,mäßig mit der Partei AfD,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der Partei,Erststimme,1,1,NA,1
447,4,447_4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,55,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,sehr religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 55 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Erststimme und [INSERT] mit meiner Zweitstimme gewählt.,Erststimme,1,1,NA,1
448,3,448_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.,FDP,0,0,FDP,29,weiblich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 29 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Zweitstimme gegeben.,NA,0,0,NA,1
450,1,450_1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei DIE LINKE ge,LINKE,0,0,LINKE,45,weiblich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Westdeutschland,nicht sehr religiös,stark links,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 45 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
458,1,458_1," nicht gewählt, da ich zu der Zeit noch nicht wahlberechtigt war.",nicht nicht,1,0,nicht nicht,20,weiblich,Abitur,in Ausbildung,niedriges,Westdeutschland,etwas religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 20 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der PARTEI [INSERT],NA,0,0,NA,1
458,5,458_5, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,20,weiblich,Abitur,in Ausbildung,niedriges,Westdeutschland,etwas religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 20 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und meine Zweitstimme der [INSERT] Partei gegeben. 

Ich ha",NA,0,0,NA,1
463,2,463_2, bei der Bundestagswahl 2017 meine Stimme nicht abgegeben.,nicht,1,0,nicht,54,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,keine Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 54 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Es ist schwer zu sagen, welcher Partei Sie Ihre Zweitstim",NA,0,0,NA,1
463,3,463_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Parteienalternative Bü,Parteienalternative,0,0,Parteienalternative,54,männlich,einen Realschulabschluss,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,keine Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 54 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt. 

Das kommt darauf an, wen Sie gewählt haben",NA,0,0,NA,1
464,4,464_4, beide Stimmen der Partei Die Linke gegeben.,Linke,0,0,Linke,18,männlich,einen Realschulabschluss,in Ausbildung,mittleres,Westdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Die Linke,ziemlich stark ,ziemlich stark mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,SPD,0,"Ich bin 18 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben.,NA,0,0,NA,1
465,1,465_1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,40,männlich,Abitur,berufstätig,mittleres,Westdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 40 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 gewählt und meine Zweitstimme der [INSERT] gegeben.,NA,0,0,NA,1
466,1,466_1, 2017 meine Stimme der SPD gegeben.,SPD,0,0,SPD,69,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,sehr religiös,stark links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,weder erleichtern noch einschränken,SPD,0,"Ich bin 69 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", für meine Zweitstimme gewählt.,NA,0,0,NA,1
470,2,470_2, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen-Partei ge,Grünen,0,0,Grünen,45,weiblich,einen Realschulabschluss,berufstätig,niedriges,Westdeutschland,nicht sehr religiös,in der Mitte,mit der Partei SPD,ziemlich schwach ,ziemlich schwach mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,1,"Ich bin 45 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
471,1,471_1, meine Stimmen für die Grünen gegeben.,Grünen,0,0,Grünen,48,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 48 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2017 Gewählt und meine Zweitstimme gegeben [PARTY].,NA,0,0,NA,1
471,5,471_5, 2017 für die Partei Bündnis 90/Die Grünen gewählt.,Bündnis Grünen,0,0,Bündnis Grünen,48,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Westdeutschland,nicht sehr religiös,in der Mitte,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 48 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Erststimme der Partei Bündnis 90/Die Grünen gegeben und meine Zweitstimme,Erststimme Bündnis Grünen,1,1,NA,1
