"","id","completion","matched","check_manually","manipulated","matched_new","id_sampleno","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"146",213," bei Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0,0,"AfD","213_5",67,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","mittig rechts","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","einschränken","Bündnis 90/Die Grünen",0,"Ich bin 67 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"147",214," 2017 gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0,0,"CDU/CSU","214_1",44,"männlich","einen Realschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","mittig rechts","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 44 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meine Zweitstimme an die Partei [INSERT] gegeben.",NA,0,0,NA,1
"148",214," nicht gewählt.","nicht",1,0,"nicht","214_4",44,"männlich","einen Realschulabschluss","berufstätig","hohes","Westdeutschland","etwas religiös","mittig rechts","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 44 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt.

Ich habe 2017 für die CDU/CSU als Erststimme gewä","CDU/CSU Erststimme",1,1,NA,1
"149",216," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0,0,"CDU/CSU","216_2",80,"männlich","einen Hochschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","CDU/CSU",0,"Ich bin 80 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1
"150",216," mit meiner Zweitstimme gewählt.",NA,0,0,NA,"216_4",80,"männlich","einen Hochschulabschluss","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","CDU/CSU",0,"Ich bin 80 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"151",217," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0,0,"Bündnis","217_1",52,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","keine Maßnahmen ergreifen","weder erleichtern noch einschränken","SPD",1,"Ich bin 52 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," partei wählen.",NA,0,0,NA,1
"152",217," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU gegeben","CDU",0,0,"CDU","217_5",52,"männlich","einen Realschulabschluss","berufstätig","mittleres","Westdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","keine Maßnahmen ergreifen","weder erleichtern noch einschränken","SPD",1,"Ich bin 52 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"153",219," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","219_1",79,"männlich","einen Realschulabschluss","nicht berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 79 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"154",220," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0,0,"Bündnis","220_3",61,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","nicht sehr religiös","mittig links","mit der Partei Bündnis 90/Die Grünen","sehr stark ","sehr stark mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 61 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," meine Erststimme der Partei Bündnis 90/Die Grünen, und meine Zweitstimme der Part","Erststimme Bündnis Grünen",1,1,NA,1
"155",222," gewählt.

Ich habe Die Linke gewählt.","Linke",0,0,"Linke","222_5",29,"weiblich","Abitur","in Ausbildung","niedriges","Westdeutschland","etwas religiös","mittig links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen","einschränken","Die Linke",0,"Ich bin 29 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"156",223," gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0,0,"Bündnis Grünen","223_5",49,"männlich","einen Hochschulabschluss","berufstätig","hohes","Westdeutschland","sehr religiös","in der Mitte","mit der Partei Bündnis 90/Die Grünen","ziemlich stark ","ziemlich stark mit der Partei Bündnis 90/Die Grünen","Maßnahmen ergreifen","erleichtern","Bündnis 90/Die Grünen",1,"Ich bin 49 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," mit meiner Erststimme und mit meiner Zweitstimme die [INSERT] gewählt.","Erststimme",1,1,NA,1
"157",225," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0,0,"Bündnis","225_2",23,"weiblich","Abitur","berufstätig","niedriges","Westdeutschland","überhaupt nicht religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Nicht gewählt",0,"Ich bin 23 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ich habe 2017 für die SPD meine Erststimme und meine Zweitstim","SPD Erststimme",1,1,NA,1
"158",231," bei der Bundestagswahl 2017 meine Stimme gegeben und mit meiner Zweitstimme die Anliegen der",NA,0,0,NA,"231_3",78,"männlich","Abitur","nicht berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","weder erleichtern noch einschränken","FDP",1,"Ich bin 78 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"159",239," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0,0,"CDU/CSU","239_4",52,"weiblich","Abitur","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","CDU/CSU",0,"Ich bin 52 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," gewählt.

Ich habe 2017 Für die CDU/CSU meine Erststimme und meine","CDU/CSU Erststimme",1,1,NA,1
"160",251," 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0,0,"CDU/CSU","251_5",43,"weiblich","Abitur","berufstätig","mittleres","Westdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 43 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl gewählt. Me",NA,0,0,NA,1
"161",252," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei FDP gegeben","FDP",0,0,"FDP","252_1",49,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 49 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"162",252," gewählt. Ich habe meine Zweitstimme der FDP gegeben.","FDP",0,0,"FDP","252_5",49,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Westdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 49 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
